time,theme,url,title,article
2022.05.16 10:30,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45600,"한돈협, 대국회 활동 강화 추진","한돈협회(회장 손세희)가 기존 농민단체의 틀을 벗고 이익단체로서의 역할을 강화키로 했다. 이에 대국회 활동 강화를 통해 한돈농가 권익을 보호한다는 계획이다.협회는 지난 11일 대전 유성호텔에서 2022년도 제2차 이사회를 개최하고, 협회 주요 활동 사항 보고 및 의결 사항에 대해 심의했다. 이날 이사회는 지난 11월 손세희 회장 취임 이후 처음으로 대면으로 개최됐다.손세희 회장은 인사말을 통해 “제20대 임원이 출범한 지 지난 6개월의 시간 동안 한돈농가들만 생각하며 쉼 없이 달리면서 노력해주신 임직원 여러분께 감사하다""며 ”지난 6개월동안 협회는 그동안 한돈산업의 외연 확대를 위한 준회원제 도입, 한돈미래연구소 설립, 한돈산업발전협의회 구성, 청년분과위원회(미래한돈인) 구성 등 급변하는 산업환경과 정책 변화에 능동적으로 대응하기 위한 기반을 조성하는데 노력해왔다""고 강조했다. 그러면서 “신임 정황근 농림축산식품부 장관 취임과 함께 새 정부 출범에 대한 기대도 크다""며 ""그동안 논란이 되었던 모돈이력제, 가축전염병예방법 개정, 축산법 개정 등의 정책현안도 농가의 목소리가 반영되어 전향적이고, 상호 발전적인 방향으로 해법이 모색되길 기대한다”고 밝혔다.이날 협회는 보고사항을 통해 농가 수 감소와 한돈산업에 대한 국민들의 부정적 인식 영향으로 농가 권익을 위한 새로운 정책 도입에 어려움을 겪고 있다고 토로했다. 특히 한돈산업 생산액이 7~8조원으로 농축수산업 대표 품목으로 성장했으나, 농가 권익을 위한 진흥 정책보다 과도한 사육 규제 정책 제정에 협회가 능동적으로 대응하지 못하고 있다고 자아 비판했다. 이에 협회는 대국회 활동 강화를 통해 한돈산업 발전과 농가 소득 안정에 기여키로 했다. 이를 통해 정부 규제 정책에 대한 대응 뿐 아니라, 선제적 법 개정 발의와 정책 개발을 제안하겠다는 것.이를 위해 협회는 국회 농해수위 핵심 국회의원 소속 보좌관 중심으로 정기적인 간담회를 개최하고, 회장단 및 임원 중심으로 대국회 정책 활동을 대폭 강화해 이익단체로서의 역할 및 영향력을 강화하겠다고 강조했다. 특히 전국 시군별로 지역 핵심 국회의원에 대한 후원 등의 협조를 이날 임원들에게 당부했다.한편 이날 이사회에서 정관개정 승인(안)과 이사 선임(안)을 포함한 제1호 의안 제50차 임시총회 부의안건 심의(안), 제2호 의안 규정개정 승인(안), 제3호 의안 2022년 예산 전용승인(안), 제4호 의안 제50차 대의원 임시총회 개최 계획 승인(안)을 심의하고 원안통과 시켰다. 이날 이사회가 심의한 제1호 의안: 제50차 임시총회 부의안건 심의(안)은 두 가지 내용을 담고 있다.먼저, 협회가 추진하는 청년분과위원회의 위원장을 당연직 이사로 포함해 청년 한돈인에 대한 본회 임원 선출 제도를 마련하고, 부회장 및 이사의 보궐 선임 시 절차 간소화 등을 담은 ▲정관 개정 승인(안)을 논의하고 원안 통과시켰다.둘째, 제49차 정기총회에서 회원 수 기준으로 도별 이사 배정을 조정하는 정관개정(안)이 통과됨에 따라 이에 대한 후속 조치로 ▲경기지역 이사로 전정규 이천지부장, ▲충남지역 이사로 이강진 청양지부 부지부장을 추가 선임하고, 오승주 이사(경남)의 경남도협의회장 선출로 공석이 된 ▲경남지역 이사로 황정한 창녕지부장을 보선하는 내용의 이사 선임(안)을 심의하고 원안 통과시켰다."
2022.05.18 15:58,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45601,자조금으로 한돈시장 개입?,"정부가 벌써부터 추석 물가 안정을 위해 한돈 도매시장 개입을 시사하면서 논란이 일고 있다.박홍식 농림축산식품부 축산경영과장은 지난 11일 개최된 한돈자조금 관리위원회에 참석, 추석 물가 안정 차원의 일환으로 돼지 공급 확대를 위해 도매시장에 도축비 등 수수료 지원을 추진하고 있다고 밝혔다.이날 박 과장은 “명절 대목 돈가가 높으면 소비자 부담이 커질 것을 우려 올 추석에 도매시장에 도축비 등 수수료 지원을 통해 도매시장 돼지 출하 확대를 고려하고 있다”고 말했다. 특히 도매시장 수수료 지원을 자조금으로 추진, 차기 관리위원회에 보고하겠다고 강조했다.이에 이날 위원들은 돼지 출하 공급 확대를 위해 도매시장 수수료를 지원하는 것은 정부의 시장 개입이 될 수 있다고 주장했다. 현재 도매시장에 경락되는 돼지는 일 전체 출하물량 대비 5% 미만으로 도매시장 출하 물량 확대는 곧 경락가격 하락으로 이어진다는 것이다.이에 한돈업계는 도매시장 가격 하락을 부추기는 시장 개입의 피해는 양돈농가만 보고, 이득은 유통업계만 챙길 것이라고 반대를 분명히 했다.저작권자 © 양돈타임스 무단전재 및 재배포 금지김현구다른기사 보기 "
2022.05.18 15:59,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45602,돼지고기 전 연령대서 가장 선호,"돼지고기가 우리나라 전 연령대에서 가장 선호하는 육류로 조사됐다. 다만 연령대가 낮아질수록 돼지고기 선호도는 낮아지는 것으로 나타났다. 다른 육류에 비해 월등히 높은 지금의 돈육 소비량이 지속 유지될 수 있을지 불안해지는 조사 결과다.최근 농촌경제연구원이 지난해 3천875개 가구를 대상으로 식품소비행태를 조사한 보고서를 발표했는데 이에 따르면 조사 대상 성인 가구원을 대상으로 가장 선호하는 육류를 조사한 결과 돼지고기가 57.4%로 가장 높았다. 그 다음으로는 쇠고기(29.7%), 닭고기(10.2%), 오리고기(2.7%) 순으로 조사됐다. 특히 돼지고기에 대한 선호 비중은 전년 대비 3.6%P 올랐다. 연령대별로 봐도 20~70대까지 전 연령대에서 돼지고기가 육류 가운데 가장 높은 선호도를 보였다.단 돼지고기에 대한 선호도는 연령대별로 확연히 갈렸다. 즉 연령대가 낮을수록 돼지고기를 꼽은 비율이 낮고 대신 닭고기 비중이 높아지는 추이를 보였다. 이에 20대의 경우 돼지고기를 가장 선호한다는 비중이 47.6%로 전 연령대 중 가장 낮았으며 △30대=54.1% △40대=59.1% △50대=57.6% △60대=61.5% △70대=66.1%로 연령대가 높아질수록 돼지고기 선호 비율도 높아졌다.또 돼지고기 선호비율이 가장 낮은 20대의 경우 닭고기 선호도는 18.6%로 전 연령대에서 가장 높았으며 닭고기의 경우 돼지고기와는 정 반대로 연령대가 높을수록 선호도가 낮아지는 특성을 보였다. 특히 청소년 가운데 돼지고기를 가장 좋아한다는 비율은 45%에 그쳤다. 대신 쇠고기(30.3%), 닭고기(24.1%)에 대한 선호 비율은 전체 평균보다 높아 대조를 보였다.이를 볼 때 앞으로 현재 돼지고기가 압도적 비중을 차지하는 국내 육류 소비 지형이 변할 여지도 배제하기 어려워 보인다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
2022.05.25 15:11,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45603,고생산비에도 모돈 교체율 높여야,"국내 모돈 평균 교체율이 양돈선진국에 비해 현저히 낮은 것으로 분석됐다. 이에 생산 성적 향상을 위해 저능력 모돈에 대한 도태 비중을 높여야 할 것으로 분석되고 있다.최근 발간된 ㈜선진의 전산 프로그램 2021년도 ‘피그 온’ 연간 보고서에 따르면 국내 모돈 교체율은 외국보다 저조하고 특히 생산 하위 농가에서 모돈 교체율이 낮은 것으로 나타났다.보고서에 따르면 국내 연간 평균 모돈 교체율은 42.4%(하위 10% 농가는 30.2%)로 나타났다. 이는 미국 평균 기준 57.7%보다 15.3%포인트가 낮은 수준이다.이에 보고서는 미국의 경우 연간 모돈 교체율이 너무 높아 생산비가 증가할 것이라는 의견도 많지만, 모돈이 저산차 분만에서 더 생산적이라면 모돈 교체율이 돼지 한 마리당 생산비에 미치는 영향은 거의 없다고 분석했다.보고서는 국내 생산성을 진단할 때, 국내 대부분의 생산성 하위 농가는 모돈의 낮은 교체율로 인해 노산차 비율이 증가, 농장 수태율과 포유능력이 낮아져 생산성 저하의 주원인으로 작용하고 있다고 분석했다. 즉 이들 농가의 생산성 저하가 국내 평균 생산성 저하에도 한 몫 하고있다는 것. 이에 전문가들은 국내 저능력 모돈의 강도태를 통해 국내 농가들의 평균 생산성도 향상될 수 있을 것이라고 주장하고 있다.저작권자 © 양돈타임스 무단전재 및 재배포 금지김현구다른기사 보기 "
2022.05.16 21:23,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45604,한돈 오르고 수입 늘자 둔갑 기승,"최근 수입이 급증한 돼지 등심이 한돈으로 대량 둔갑 판매되고 있었던 것으로 드러났다. 4월말 등심 수입량은 지난해보다 5배 가량 늘었다. 올해 수입이 증가한 다른 부위들도 원산지 둔갑이 우려되고 있다.최근 농산물품질관리원은 지난해 말부터 수입 등심이 국내산으로 둔갑 판매된다는 정보를 입수하고 올 2월 18일부터 4월 30일까지 돼지 등심에 대한 집중 점검을 실시했으며 그 결과 29개소를 적발했다고 밝혔다. 위반 물량은 907톤, 시가 58억원 상당으로 29개소 중 24개소가 수입산을 한돈으로 거짓표시(나머지는 미표시)하다 적발됐다. 수입 등심은 주로 탕수육이나 유산슬, 돈가스 등으로 판매됐던 것으로 나타났다.등심은 최근 수요 대비 공급이 크게 부족해지면서 가격이 급등세를 보였다. 지난 2월말 기준 한돈 등심 재고는 2천785톤으로 전년 동월대비 73% 감소해 바닥을 보이고 있다. 이에 4월말 현재 올 평균 등심 가격(육가공업체 출고가)은 ㎏당 6천533원으로 전년 동기 5천56원보다 무려 29% 올랐다. 같은 기간 삼겹살(1만5천232원→1만5천992원)보다 더 큰 폭으로 상승한 것이다.이처럼 한돈 가격이 오르자 4월말 현재 등심 수입량은 5천815톤으로 일년전 1천207톤 대비 381% 폭증해 시중에 수입 등심 유통이 크게 증가한 것으로 짐작되고 있다.등심의 경우 탕수육이나 돈가스 등 튀김옷을 입히고 소스 등에 버무려지는 요리로 주로 활용되는 만큼 원산지 둔갑도 더 많은 한 요인이 되고 있다.특히 등심 이외에 올해 한돈 가격이 오르고 수입이 급증한 다른 부위(뒷다리 310톤→5천897톤, 앞다리 3만4천톤→5만8천톤 등)들도 둔갑 판매가 늘 수 있어 원산지 단속을 강화해야 할 것으로 보인다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
2022.05.18 15:59,오늘의 뉴스,http://www.pigtimes.co.kr/news/articleView.html?idxno=45605,한돈업 새내기 크게 늘어,"최근 5년간 한돈업 새내기가 증가하면서 세대교체가 활발히 진행되고 있다.한돈협회는 최근 청년 한돈인을 위한 신규 정책 발굴 및 협회 구성원으로의 참여 확대를 통한 미래 한돈산업의 중요한 인재 성장 발판을 마련하기 위해 청년 한돈인 조직을 운영키로 했다. 이에 사전 작업의 일환으로 전국 지부별 청년 한돈인 명단을 취합한 결과 774명으로 집계했다. 이는 2016년도에 조사한 426명 대비 84% 늘어난 비율이다.이 같이 최근 5년간 청년 한돈인 비율이 늘어나고 있는 배경에는 무엇보다 한돈 가격 안정화에 따라 농장에 후계자가 유입되면서 최근 양돈현장에선 세대교체가 활발히 이뤄지고 있는 것으로 추정되고 있다.이에 한돈협회는 청년 한돈인 증가에 따라 청년 한돈인들의 의견을 적극 수렴키로 했다. 그 일환으로 지난 11일 이사회를 통해 정관을 개정, 청년분과위원회의 위원장을 당연직 이사로 포함한 청년 한돈인에 대한 본회 임원 선출 제도를 마련했다.아울러 이달말 청년분과위원회 발대식 개최 이후 하반기부터 각 도 단위 청년한돈인 대회를 개최하는 한편 각 도 단위 워크숍 및 선진지 견학 등을 통해 미래 한돈산업 육성을 위한 정책과제 발굴과 활동과제를 적극적으로 도출한다는 계획이다.저작권자 © 양돈타임스 무단전재 및 재배포 금지김현구다른기사 보기 "
2022.05.17 17:56,해외양돈,http://www.pigtimes.co.kr/news/articleView.html?idxno=45606,美 돈육 선물 하락 지속,"미국 돼지고기 시장에 불안감이 높아지고 있다.지난 12일 로이터통신은 분석가들의 말을 인용, 11일 시카고 선물거래소 돼지고기 선물이 1월 이후 최저 수준으로 하락했다고 보도했다. 향후 돼지고기 수요에 대한 불안이 선물시세 하락의 주요 원인인데 인플레이션과 중국으로의 수출 감소가 그 배경으로 지적됐다. 미국 노동부는 4월 소비자물가가 전년 동월 보다 8.3% 급등했다고 밝혀 인플레이션 장기화에 대한 우려를 키웠다.또 지난 1분기 미국의 돼지고기 수출이 전년 대비 20% 감소했는데 그 중에서도 중국 수출이 56% 급감했다. 돼지 지육 도매시세도 전년 대비 하락세로 전환, 지난 4월 평균 가격이 234달러(100㎏ 기준)로 일년전보다 4.3% 낮았다.그런데 이와 동시에 올해 미국의 돼지고기 생산량은 계속 하향 조정되고 있어 가격 상승 반전의 가능성은 살아있다. 12일 농무부는 올해 미국 돼지고기 생산량 전망치를 다시 낮춰 전년 대비 2.3% 감소할 것으로 추산, 발표했다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
2022.05.17 17:57,해외양돈,http://www.pigtimes.co.kr/news/articleView.html?idxno=45607,"EU, 도살의 종말 이니셔티브 등록","축산업 수난 시대다. 유럽에서 축산업에 대한 지원을 끊고 가축의 도살, 더 나아가 축산업의 종말을 주장하는 이니셔티브가 정식 등록됐다.EU(유럽연합) 집행위원회는 최근 ‘도살 시대의 종말’이라는 시민 이니셔티브가 공식 요건을 충족함에 따라 이를 등록키로 결정했다. EU는 지난 12년 4월 시민들이 스스로 의제를 설정할 수 있도록 유럽시민 이니셔티브 제도를 도입했다. 이번에 등록된 도살 시대의 종말은 축산업을 EU 위원회 농업 보조금 대상에서 제외할 것을 주장하고 있다. 대신 이들은 기후 변화를 막기 위해 식물성 단백질과 배양육으로 기존 고기를 대체하고 고기를 얻기 위한 축산업 종식을 목적으로 하고 있다.이니셔티브가 등록된 현 단계에서는 EU 위원회가 이들의 제안에 대해 공식적으로 검토하지는 않는다. 다만 일정 요건이 갖춰졌을 때 이들의 요청을 진행할지 여부를 결정하게 되는데 일정 요건이란 이니셔티브 등록 이후 1년 이내에 최소 7개 회원국으로부터 100만건의 지지를 받아야 한다.한편 유럽 시민 이니셔티브는 도입 이후 113건의 등록 요청이 있었으며 그 중 89건이 승인돼 등록 자격을 얻었고 현재 유럽 전역 기본 소득, 화석 연료 광고 및 후원 금지, 생체 인식 대량 감시 관행 금지 등의 안건에 대해 서명이 진행 중이다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
2022.05.17 17:57,해외양돈,http://www.pigtimes.co.kr/news/articleView.html?idxno=45608,기댈 곳 없는 美 돈육 수출,"미국 돼지고기 수출 실적이 부진을 면치 못하고 있다. 중국의 수요 감소에다 고 돈가, 강 달러까지 겹친 결과로 풀이된다.최근 미국 육류수출협회에 따르면 3월 돼지고기 수출은 22만3천톤으로 전달 19만8천보다는 12.6% 늘었지만 지난해 동월 29만5천톤과 견주면 무려 24.5% 감소했다.이로써 3월말 미국의 돼지고기 수출은 63만톤으로 일년전 78만3천톤에 비해 19.5% 적었다. 이처럼 미국의 돼지고기 수출이 고전하고 있는 것은 수출 경쟁국인 EU(유럽연합) 대비 돼짓값 강세가 지속돼왔던 데다 최근 미국 달러화도 오르면서 가격 경쟁력이 낮아진 때문이다. 최근 EU 돼짓값이 상승한만큼 미국의 돼지고기 수출도 다소 개선될 여지가 있다는 분석이 나오고 있다.미국의 수출은 멕시코를 제외한 전체 시장에서 부진했는데 특히 지난해 최대 수출 시장이었던 중국의 수요 감소가 결정적이었다. 국가별 수출물량을 보면 멕시코가 23만3천톤으로 일년전보다 무려 30% 증가한 반면 중국은 10만2천톤으로 절반 이하(56%↓)로 줄었으며 일본(9만1천톤, 전년비 13%↓) 캐나다(4만9천톤, 〃14%↓) 등 다른 국가들도 모두 줄었다.그나마 한국 수출은 수출액으로는 일년전보다 14% 늘었다. 이에 대해 협회는 미국산 냉장 돼지고기에 대한 수요가 강해 한국에 냉장 돈육 수출이 증가한 영향이라고 풀이했다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
2022.05.17 17:57,해외양돈,http://www.pigtimes.co.kr/news/articleView.html?idxno=45609,美‧中‧EU 경영 먹구름…돼지가 준다,"고생산비와 시장 불안에 미국, EU(유럽연합), 중국에서 돼지가 줄고 있다. 세계 주요 돼지고기 생산국이자 수출국인 이들 3개 지역에서 동시에 돼지가 감소하는 이례적인 상황이 어떤 결과를 낳을지 주목되고 있다.미국은 이미 지난 2020년부터 모돈 감소세가 시작돼 올해까지 이어지고 있다. 지난 3월도 전년 대비 2% 가량 감소한 610만마리를 기록했다. 이에 올해 미국의 돼지고기 생산량 전망치는 연이어 하향 조정되는 중이다. 지난 12일 미국 농무부는 올해 미국의 돼지고기 생산량을 1천227만톤으로 전년 대비 2.3% 줄 것으로 추산했다. 미국의 경우 곡물가를 비롯해 돼지 생산비 거의 전 영역에 걸쳐 비용 상승하고 있는데다 PRRS와 PED 등 돼지 질병으로 인한 피해도 적지 않다.EU는 지난해 연말 기준 27개국 모돈 두수가 1천86만4천마리로 일년전보다 3.5% 줄었다. 전체 돼지 사육두수 역시 1억4천156만여마리로 전년 대비 3% 가량 줄었다. 그런데 올해도 모돈 감축은 계속되는 것으로 짐작되고 있다. 최근 돼짓값이 다시 살아나기는 했지만 중국의 수입 수요 감소와 생산비 상승 등으로 경영 여건은 만만치 않다. 이에 덴마크의 경우 4월 기준 돼지 사육두수와 모돈두수 모두 일년전보다 5% 이상 감소한 것으로 집계돼 EU 내 분위기를 짐작케 하고 있다.관건은 역시나 중국이다. 올해 중국은 돼지고기 생산이 증가할 것으로 예상됐고 또 실제 1분기 현재 돼지고기 생산량은 1천561만톤으로 전년 대비 14% 늘었다. 그런데 이를 중국 양돈산업의 양적 회복이 계속되는 것으로 해석하기에는 무리다. 중국 농업부에 따르면 3월 기준 돼지 사육두수는 4억2천만두로 전년 동기보다 1.6% 늘었지만 지난해 12월 이후로는 6%가 줄었다. 특히 모돈 두수는 4천185만마리로 일년전에 비해서도 3.1% 감소한 것으로 집계됐다. 중국은 생산비용 상승에다 돼짓값 하락까지 겹치면서 양돈 적자가 심각한 상황이다.중국, EU, 미국의 돼지고기 생산량은 지난 2021년 기준 8천400만톤(각각 4천750만톤, 2천372만톤, 1천256만톤)으로 세계 생산량(1억773만톤) 가운데 77.8%를 차지한다. 당장은 중국의 생산량 증가세가 더 이어지면서 올해는 세계 돼지고기 생산물량도 증가할 것으로 전망되고 있다. 하지만 세계적인 고 곡물가가 지속되는 가운데 중국은 공급 증가로, 또 미국과 EU는 중국의 수요 감소로 양돈시장 불안까지 높아지고 있다. 어느 때보다 혹독한 양돈경영 환경이 만들어지고 있는 것이다. 이들 3개국은 세계적인 돼지고기 생산국이자 최대 수출국이기도 하다. 이번처럼 미국, EU, 중국에서 동시에 돼지가 감소했던 전례가 없었던 만큼 향후 각국의 양돈업 추이에 지속적으로 관심이 모아지고 있다.저작권자 © 양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 "
